official,P07,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
relate,VC33,P21,S,-1,True=(1.0, 'location', 1.0)
distinguish,VJ1,NP,VP,1,False=(1.0, 'goal', 2.0)
copy,VC33,Di,VP,1,False=(1.0, 'aspect', 1.0)
catch,VC31,NP,S,1,False=(1.0, 'theme', 8.0)
engage,VC31,Nddc,VP,-1,False=(1.0, 'time', 3.0)
show,VC2,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
gather,VC31,Dj,VP,-1,False=(1.0, 'reason', 1.0)
ExpressAgainst,VC2,NP,VP,1,False=(1.0, 'goal', 10.0)
persuade,VE12,Cbcb,S,-1,False=(1.0, 'addition', 1.0)
morality,Nad,V좪ず,NP,-1,False=(1.0, 'property', 1.0)
become,VC32,P06,S,-1,True=(1.0, 'source', 1.0)
mobilize,VC2,Dbaa,S,-1,False=(1.0, 'epistemics', 2.0)
painful,Nv1,NP,NP,-1,False=(1.0, 'agent', 2.0)
obey,Caa[P1],Nddc,N,1,False=(1.0, 'DUMMY2', 1.0)
collect,VC31,Dab,S,-1,False=(1.0, 'quantity', 1.0)
house,Ncc,NP,NP,-1,False=(1.0, 'property', 1.0)
PropertyValue,Nad,N좪ず,NP,-1,False=(0.75, 'property', 6.0)|(0.25, 'possessor', 2.0)
tell,VE12,Tc,S,1,False=(1.0, 'particle', 2.0)
prepare,VC2,Ng,VP,-1,False=(1.0, 'time', 2.0)
act,VA11,Ncb,S,-1,False=(1.0, 'location', 1.0)
arrange,VC2,NP,VP,1,False=(1.0, 'goal', 1.0)
read,VA4,Dbab,S,-1,False=(1.0, 'deontics', 3.0)
look,VE2,VP,S,1,True=(0.5, 'goal', 1.0)|(0.5, 'complement', 1.0)
start,VC1,VP,S,1,False=(1.0, 'complement', 1.0)
plans,Nac,Nad,NP,-1,True=(1.0, 'property', 1.0)
processed,VB12,Dbab,VP,-1,False=(1.0, 'deontics', 2.0)
waters,Nac,Ncb,NP,-1,False=(1.0, 'property', 5.0)
place,Nab,Ncc,NP,-1,False=(1.0, 'property', 1.0)
happen,VJ3,Dc,VP,-1,False=(1.0, 'negation', 2.0)
gather,VC31,P59,VP,-1,False=(1.0, 'location', 1.0)
look,VE2[+DE],Dd,S,-1,False=(1.0, 'time', 1.0)
surrounding,Ncc,Nhaa,NP,-1,False=(0.5, 'property', 3.0)|(0.5, 'possessor', 3.0)
engage,VC31,P35,S,-1,False=(1.0, 'companion', 5.0)
write,VC33,Dbab,VP,-1,False=(0.75, 'deontics', 3.0)|(0.25, 'deixis', 1.0)
issue,VD1,Di,S,1,False=(1.0, 'aspect', 1.0)
thank,VJ2,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
GoBackward,VA4,NP,S,-1,False=(1.0, 'agent', 1.0)
disappear,VJ3,Dd,VP,-1,False=(1.0, 'time', 7.0)
emotion,Nac,S좪ず,NP,-1,False=(1.0, 'property', 2.0)
SetAside,VC33,Di,S,1,True=(1.0, 'aspect', 1.0)
harmonious,Nv1,Dh,NP,-1,False=(1.0, 'manner', 1.0)
no-type,VA4,Cbbb,VP,-1,False=(1.0, 'restriction', 1.0)
pay,VA4,Dbab,VP,-1,False=(0.5, 'deontics', 2.0)|(0.5, 'deixis', 2.0)
state,VH11,Nddc,S,-1,False=(1.0, 'time', 1.0)
no-type,V,Dd,S,-1,False=(1.0, 'time', 8.0)
surname,Nab,VH16,NP,-1,False=(1.0, 'property', 1.0)
refined,VH11,Dfa,VP,-1,False=(1.0, 'degree', 11.0)
entrust,VE12,Daa,S,-1,False=(1.0, 'quantity', 1.0)
DegreeValue,VH11,VP,VP,1,False=(1.0, 'complement', 3.0)
arrive,Caa,NP,VP,-1,False=(1.0, 'DUMMY1', 4.0)
instrument,P11,NP,NP,1,False=(1.0, 'DUMMY', 1.0)
install,VC33,P21,VP,-1,False=(1.0, 'location', 1.0)
GiveAsGift,VD1,P11,S,-1,False=(1.0, 'theme', 1.0)
interesting,Nad,NP좪ず,NP,-1,False=(1.0, 'property', 2.0)
stand,VC32,Dc,VP,-1,False=(1.0, 'negation', 1.0)
ResultFrom,VI3,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
finish,VH16,NP,VP,1,True=(1.0, 'theme', 1.0)
sigh,VE2,Dd,S,-1,False=(1.0, 'time', 1.0)
occasion,Nac,S좪ず,NP,-1,False=(1.0, 'property', 4.0)
tired,VH16,Dbb,VP,-1,False=(1.0, 'evaluation', 2.0)
thing,Nad,P31,NP,-1,False=(1.0, 'target', 1.0)
changeable,VH11,Dbb,S,-1,False=(1.0, 'evaluation', 3.0)
roughly,VC2,VP,VP,1,False=(1.0, 'complement', 2.0)
lack,VH13,VP,S,1,True=(1.0, 'contrast', 1.0)
disappear,VA12,Ng,S,-1,False=(1.0, 'time', 1.0)
AmountTo,VJ1,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
flow,VA4,NP,S,-1,False=(1.0, 'agent', 1.0)
MakeHigher,VC2,NP,S,1,False=(1.0, 'goal', 4.0)
human,Naeb,Neu,NP,-1,False=(1.0, 'quantifier', 4.0)
official,Nab,Ndaab,NP,-1,False=(1.0, 'property', 4.0)
city,Ncb,VH13,NP,-1,False=(1.0, 'property', 4.0)
process,Nad,Ndabe,NP,-1,False=(1.0, 'property', 1.0)
help,VD1,Ng,VP,1,False=(1.0, 'theme', 1.0)
disappear,VA12,Dd,VP,-1,False=(1.0, 'time', 5.0)
LeaveFor,VC1,VC2,VP,1,True=(1.0, 'complement', 2.0)
DegreeValue,VH13,VP,S,-1,True=(1.0, 'theme', 1.0)
satisfied,VH11,Dfa,VP,-1,False=(1.0, 'degree', 2.0)
cross,VC1,Dd,VP,-1,False=(1.0, 'time', 2.0)
become,VC31,Dc,VP,-1,False=(1.0, 'negation', 2.0)
gather,Nac,DM,NP,-1,False=(1.0, 'quantifier', 4.0)
coordinate,Nv1,Nac,NP,-1,False=(1.0, 'property', 2.0)
symbol,Nac,Nddb,NP,-1,False=(1.0, 'property', 1.0)
unable,Nv4,DE,NP,-1,False=(1.0, 'nominal', 2.0)
SportTool,Nab,VP좪ず,NP,-1,False=(1.0, 'property', 1.0)
recompense,VC2,VP,VP,1,False=(1.0, 'complement', 1.0)
lean,VC2,VH11,VP,-1,False=(1.0, 'manner', 1.0)
broad,VH11,P11,S,-1,False=(1.0, 'theme', 1.0)
study,VC2,VA4,VP,1,False=(1.0, 'complement', 2.0)
forget,VK1,Dab,VP,-1,False=(1.0, 'quantity', 3.0)
borrow,VC2,P21,VP,-1,False=(1.0, 'time', 1.0)
urge,VL4,Cbca,VP,-1,True=(1.0, 'contrast', 1.0)
beast,Nab,Ncda,NP,-1,False=(1.0, 'property', 7.0)
LandVehicle,Nab,VH11,NP,-1,True=(1.0, 'property', 1.0)
act,VA11,DM,VP,-1,False=(0.6666666666666666, 'frequency', 2.0)|(0.3333333333333333, 'quantifier', 1.0)
regard,VC2,Neu,VP,-1,False=(1.0, 'quantity', 1.0)
QuantityPropertyValue,Caa,S,VP,-1,False=(1.0, 'DUMMY1', 2.0)
entertain,VA4,Dh,S,-1,False=(1.0, 'manner', 1.0)
partner,Caa,Neu,Neu,1,False=(1.0, 'DUMMY1', 1.0)
time,Nad,Ndabf,NP,-1,False=(1.0, 'property', 1.0)
compare,VB12,P35,S,-1,False=(1.0, 'goal', 3.0)
wrap,VA2,VC31,VP,1,False=(1.0, 'complement', 1.0)
cut,VC2,Di,VP,1,True=(1.0, 'aspect', 1.0)
time,Ndaaa,Ndaaa,NP,-1,False=(1.0, 'property', 1.0)
check,VC2,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
swollen,VH12,VP,VP,1,False=(1.0, 'complement', 1.0)
VieFor,VD2,VC31,VP,1,False=(1.0, 'complement', 2.0)
delimit,VE2,Cbca,VP,-1,False=(1.0, 'result', 1.0)
tour,VC1,Nddc,S,-1,False=(1.0, 'time', 1.0)
DegreeValue,VL1,VP,VP,1,False=(1.0, 'goal', 3.0)
refined,VH11,Dfa,VP,-1,True=(1.0, 'degree', 1.0)
no-type,NP,Cbca,NP,-1,False=(1.0, 'contrast', 1.0)
eye,Nab,NP좪ず,NP,-1,False=(0.6666666666666666, 'possessor', 2.0)|(0.3333333333333333, 'property', 1.0)
irrigate,VC33,Dd,VP,-1,True=(1.0, 'time', 1.0)
profound,VH11,Cbca,VP,-1,False=(1.0, 'contrast', 1.0)
pull,VC2,V좪쫆,VP,-1,False=(1.0, 'manner', 1.0)
decide,VE2,VP,VP,1,False=(0.9574468085106383, 'goal', 45.0)|(0.0425531914893617, 'complement', 2.0)
shrink,VH16,Ta,S,1,False=(1.0, 'particle', 1.0)
exist,V_2,Dj,S,-1,False=(1.0, 'reason', 25.0)
grant,VC2,Dbb,VP,-1,False=(1.0, 'evaluation', 1.0)
hesitate,VH16,Tc,VP,1,False=(1.0, 'particle', 1.0)
regard,VE2,Dbb,VP,-1,False=(1.0, 'evaluation', 19.0)
store,VC33,Ng,S,-1,False=(0.5, 'time', 1.0)|(0.5, 'condition', 1.0)
father,Nab,V좪ず,NP,-1,False=(1.0, 'property', 1.0)
PossibilityValue,Caa,Nba,N,-1,False=(1.0, 'DUMMY1', 1.0)
MakeAppointment,Nad,Nce,NP,-1,False=(1.0, 'property', 1.0)
experience,Nad,S좪ず,NP,-1,False=(1.0, 'property', 6.0)
act,VC2,VH11,S,-1,False=(1.0, 'manner', 7.0)
community,Naeb,Ncc,NP,-1,False=(1.0, 'property', 1.0)
SimilarityValue,Ncb,GP좪ず,NP,-1,False=(1.0, 'property', 1.0)
pay,VD1,Nddb,VP,-1,False=(1.0, 'time', 1.0)
rich,VH11,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
buy,VA4,VH11,S,-1,False=(1.0, 'manner', 1.0)
submit,VD1,Cbaa,VP,-1,False=(1.0, 'condition', 1.0)
organization,Nac,VC2,NP,-1,True=(1.0, 'property', 1.0)
body,Nab,N좪ず,NP,-1,False=(0.5172413793103449, 'property', 15.0)|(0.4827586206896552, 'possessor', 14.0)
speak,Nad,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
partner,Caa,Nba,Nba,-1,False=(1.0, 'DUMMY1', 43.0)
mean,VK2,Dd,VP,-1,False=(1.0, 'time', 6.0)
fate,Nad,VP좪ず,NP,-1,False=(1.0, 'property', 2.0)
SelfMoveInDirection,Nv4,VH11,NP,-1,False=(1.0, 'property', 1.0)
bend,VC31,Di,VP,1,False=(1.0, 'aspect', 1.0)
InDebt,VD1,Dd,VP,-1,False=(1.0, 'time', 2.0)
show,VJ3,P49,VP,-1,False=(1.0, 'comparison', 1.0)
GetMarried,VA4,P13,VP,-1,False=(1.0, 'time', 1.0)
sink,VC2,Dab,S,-1,True=(1.0, 'quantity', 1.0)
guide,VF2,V좪쫆,S,-1,False=(1.0, 'manner', 1.0)
swim,VA4,VP,VP,1,False=(1.0, 'complement', 4.0)
earn,VC2,P30,S,-1,False=(1.0, 'target', 1.0)
feel,VC2,P61,S,1,False=(1.0, 'time', 1.0)
painful,VH11,Dfb,VP,1,False=(1.0, 'degree', 1.0)
destroy,VC2,P02,S,-1,True=(1.0, 'agent', 2.0)
no-type,Nad,A좪ず,NP,-1,False=(1.0, 'property', 2.0)
example,Nac,Nba,NP,-1,False=(1.0, 'property', 2.0)
select,VC2,NP,VP,1,False=(1.0, 'goal', 3.0)
powerful,VH11,Ta,VP,1,False=(1.0, 'particle', 1.0)
surpass,VC2,NP,VP,1,False=(1.0, 'goal', 9.0)
handle,VC2,VH11,S,-1,False=(1.0, 'manner', 3.0)
engage,VA13,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
change,VC2,NP,VP,1,False=(1.0, 'goal', 2.0)
salute,VC2,Ndabd,VP,-1,False=(1.0, 'time', 1.0)
account,Nab,N좪ず,NP,-1,False=(0.75, 'possessor', 3.0)|(0.25, 'property', 1.0)
write,VC31,Dbab,S,-1,False=(1.0, 'deontics', 2.0)
HighRank,Nab,DM,NP,-1,False=(0.6666666666666666, 'property', 2.0)|(0.3333333333333333, 'quantifier', 1.0)
PayAttention,VK1,Daa,S,-1,False=(1.0, 'quantity', 2.0)
come,VC1,NP,S,-1,False=(1.0, 'theme', 4.0)
low,VH13,Dbb,S,-1,False=(1.0, 'evaluation', 4.0)
employ,VF2,Cbcb,VP,-1,False=(1.0, 'addition', 1.0)
meet,VA4,VH16,S,-1,False=(1.0, 'manner', 1.0)
QuantityPropertyValue,Caa,Nv4,N,-1,False=(1.0, 'DUMMY1', 16.0)
intensity,Nad,NP좪ず,NP,-1,False=(1.0, 'property', 1.0)
thinking,Nad,V좪ず,NP,-1,False=(1.0, 'property', 3.0)
WhileAway,VC2,켹좪V,S,1,False=(1.0, 'complement', 2.0)
publish,VC31,Ndabd,S,-1,False=(1.0, 'time', 4.0)
nerve,Nab,N좪ず,NP,-1,False=(1.0, 'property', 1.0)
exuberant,VH11,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
doctor,VA4,P61,VP,-1,False=(1.0, 'location', 1.0)
do,VA11,VH11,VP,-1,False=(0.6666666666666666, 'manner', 2.0)|(0.3333333333333333, 'hypothesis', 1.0)
pity,VJ2,NP,S,1,False=(1.0, 'goal', 3.0)
bitter,VH11,Nddc,VP,-1,False=(1.0, 'time', 1.0)
arrive,VJ3,Cbaa,S,-1,False=(0.75, 'reason', 3.0)|(0.25, 'hypothesis', 1.0)
family,Nab,VH16,NP,-1,False=(1.0, 'property', 1.0)
refuse,VF1,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
withdraw,VC1,NP,VP,1,False=(1.0, 'goal', 7.0)
ability,Nad,Nce,NP,-1,False=(1.0, 'property', 1.0)
pay,VD1,P46,VP,-1,False=(1.0, 'standard', 1.0)
discuss,VE2,Dj,S,-1,False=(1.0, 'reason', 1.0)
InsectWorm,Nab,VH17,NP,-1,False=(1.0, 'property', 1.0)
tired,VH11,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
situated,VC1,Dd,S,-1,False=(1.0, 'time', 9.0)
assemble,VA2,Dab,S,-1,False=(1.0, 'quantity', 2.0)
no-type,VL1,NP,S,-1,False=(1.0, 'experiencer', 2.0)
include,VC33,Nad,S,-1,False=(1.0, 'quantity', 1.0)
no-type,NP,Nhaa,NP,-1,True=(1.0, 'apposition', 1.0)
transport,VC31,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
act,VC31,P21,VP,-1,False=(1.0, 'location', 2.0)
many,VH14,NP,VP,1,False=(1.0, 'theme', 2.0)
GoInto,Nad,VH13,NP,-1,False=(1.0, 'property', 1.0)
discuss,Nac,NP좪ず,NP,-1,False=(1.0, 'property', 1.0)
debate,VA4,NP,S,-1,False=(1.0, 'agent', 3.0)
add,VJ1,Dc,S,-1,False=(1.0, 'negation', 1.0)
dispatch,VF2,DM,VP,-1,True=(1.0, 'time', 1.0)
deny,VE2,Dbab,VP,-1,False=(1.0, 'deontics', 3.0)
sequence,Nac,VP좪ず,NP,-1,False=(1.0, 'property', 2.0)
exchange,VC31,NP,VP,1,True=(1.0, 'theme', 1.0)
prove,Nac,Ncb,NP,-1,False=(1.0, 'property', 1.0)
happen,VC31,P11,VP,-1,False=(1.0, 'manner', 1.0)
laugh,VA4,VE2,S,1,False=(1.0, 'complement', 3.0)
organization,Ncb,Naeb,Nba,-1,False=(1.0, 'property', 1.0)
intentional,VL1,Cbcb,S,-1,False=(1.0, 'addition', 1.0)
QuantityPropertyValue,Caa,V좪쫆,V좪쫆,1,False=(1.0, 'DUMMY2', 1.0)
no-type,Nab,Nca,NP,-1,True=(1.0, 'property', 3.0)
parents,VC2,Nddc,VP,-1,False=(1.0, 'time', 1.0)
density,Nad,Ncb,NP,-1,True=(1.0, 'property', 1.0)
GoForward,VC1,Cbaa,S,-1,False=(1.0, 'hypothesis', 1.0)
start,VA4,Ncb,VP,-1,False=(1.0, 'location', 2.0)
city,Nca,Dbb,Nca,-1,False=(1.0, 'evaluation', 1.0)
expenditure,Naeb,Nep,NP,-1,False=(1.0, 'quantifier', 2.0)
TakeCare,Nv1,VP,NP,-1,False=(1.0, 'property', 9.0)
disconnect,VI2,Dbaa,VP,-1,False=(1.0, 'epistemics', 1.0)
believe,Nv2,N좪ず,NP,-1,False=(1.0, 'possessor', 1.0)
cease,VC2,S,VP,-1,True=(1.0, 'reason', 1.0)
husband,Nab,S좪ず,NP,-1,False=(1.0, 'property', 1.0)
wait,VC1,P21,S,-1,False=(0.3333333333333333, 'time', 1.0)|(0.3333333333333333, 'location', 1.0)|(0.3333333333333333, 'goal', 1.0)
red,VH11,Nddc,VP,-1,False=(1.0, 'time', 2.0)
famous,VH14,NP,VP,1,False=(1.0, 'location', 1.0)
cry,VA4,Dbaa,S,-1,False=(1.0, 'epistemics', 1.0)
record,Nab,VA11,NP,-1,False=(1.0, 'property', 1.0)
think,Nv1,Nad,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'manner', 1.0)
teach,VC2,NP,S,-1,False=(1.0, 'agent', 10.0)
pretend,VG2,NP,S,-1,False=(1.0, 'theme', 1.0)
PassOn,VC33,Nddc,S,-1,False=(1.0, 'time', 1.0)
source,Nac,NP좪ず,NP,-1,False=(1.0, 'property', 8.0)
unable,VC31,Cbca,S,-1,True=(1.0, 'result', 1.0)
bend,VB12,Dab,S,-1,False=(1.0, 'quantity', 1.0)
try,VF1,Dd,VP,-1,False=(1.0, 'time', 3.0)
protruding,VH11,켹좪S,S,1,False=(1.0, 'complement', 1.0)
despise,VJ2,P11,S,-1,False=(1.0, 'reason', 1.0)
PayAttention,VA4,NP,S,-1,False=(1.0, 'agent', 3.0)
surround,VC2,P02,S,-1,True=(1.0, 'agent', 1.0)
become,VG2,P41,S,-1,False=(1.0, 'topic', 1.0)
bridge,Nab,N좪ず,NP,-1,False=(1.0, 'property', 2.0)
kill,VC2,Cbca,S,-1,False=(0.5, 'selection', 1.0)|(0.5, 'result', 1.0)
act,VA4,Dd,S,-1,False=(1.0, 'time', 12.0)
state,VH21,VP,VP,1,False=(1.0, 'complement', 2.0)
exempt,VK2,Dbab,VP,-1,False=(1.0, 'deontics', 1.0)
PutInOrder,Nv1,DE,NP,-1,False=(1.0, 'nominal', 3.0)
study,VC2,Dbb,VP,-1,False=(1.0, 'evaluation', 7.0)
BecomeLess,VC2,Ndda,VP,-1,False=(1.0, 'time', 2.0)
planting,VC31,P03,VP,-1,False=(1.0, 'reason', 1.0)
write,VA4,Dd,S,-1,False=(1.0, 'time', 3.0)
withstand,VC31,NP,VP,1,False=(1.0, 'theme', 4.0)
willing,VL1,Dbb,S,-1,False=(1.0, 'evaluation', 8.0)
borrow,VD2,P06,VP,-1,True=(1.0, 'agent', 1.0)
lack,VH13,P32,VP,-1,False=(1.0, 'target', 1.0)
handle,VC2,S,VP,1,False=(1.0, 'goal', 1.0)
appearance,Nac,Nab,NP,-1,False=(0.8, 'property', 4.0)|(0.2, 'possessor', 1.0)
tool,Nab,GP좪ず,NP,-1,False=(1.0, 'property', 2.0)
soak,VC1,P07,VP,-1,False=(1.0, 'theme', 1.0)
TimeSection,Nad,Nep,NP,-1,False=(1.0, 'quantifier', 71.0)
SelfMove,VA4,Dbb,S,-1,False=(1.0, 'evaluation', 1.0)
GoForward,VC2,VP,S,1,False=(1.0, 'complement', 1.0)
satisfied,Nv2,Dc,NP,-1,False=(1.0, 'negation', 1.0)
rescue,VC2,NP,VP,1,False=(1.0, 'goal', 24.0)
WhileAway,VA4,NP,S,1,False=(1.0, 'location', 5.0)
surpass,VJ1,DM,VP,1,True=(1.0, 'duration', 1.0)
order,VL4,Dbb,VP,-1,False=(1.0, 'evaluation', 16.0)
coordinate,VC2,Dk,VP,-1,False=(1.0, 'evaluation', 1.0)
BodyFluid,Nab,N좪ず,NP,-1,False=(1.0, 'property', 1.0)
unintentional,VK1,S,VP,1,False=(1.0, 'goal', 1.0)
PassOn,VC33,Cbca,S,-1,False=(0.6, 'contrast', 3.0)|(0.4, 'result', 2.0)
morning,Ndabe,DM좪ず,NP,-1,False=(1.0, 'property', 1.0)
gracious,Nad,Nab,NP,-1,False=(0.5, 'property', 1.0)|(0.5, 'possessor', 1.0)
discuss,VE2,NP,S,1,False=(1.0, 'goal', 6.0)
flourishing,Nad,Nddc,NP,-1,False=(1.0, 'property', 1.0)
prove,VE2,Ng,S,-1,False=(1.0, 'time', 1.0)
publications,Nac,Nab,NP,-1,False=(1.0, 'property', 2.0)
no-type,VA4,VE2,S,1,False=(1.0, 'complement', 1.0)
like,VC2,VH11,S,-1,False=(1.0, 'manner', 2.0)
admire,VJ2,Dfb,VP,1,False=(1.0, 'degree', 1.0)
pay,VA4,S,S,1,True=(1.0, 'addition', 1.0)
extravagant,VC31,Dd,S,-1,False=(1.0, 'time', 1.0)
believe,VJ2,Dfa,S,-1,False=(1.0, 'degree', 1.0)
GoOn,VJ1,DM,S,-1,False=(1.0, 'theme', 3.0)
readings,Nab,Ndabb,NP,-1,False=(1.0, 'property', 1.0)
choose,VI3,Dab,VP,-1,False=(1.0, 'quantity', 1.0)
stand,VA12,Dh,S,-1,False=(1.0, 'manner', 1.0)
be,V_11,P11,VP,1,False=(0.5, 'range', 1.0)|(0.5, 'manner', 1.0)
purpose,VJ1,Neqa,VP,-1,False=(1.0, 'quantity', 1.0)
endeavour,VE2,VP,S,1,False=(1.0, 'goal', 2.0)
come,VJ3,Dd,VP,-1,False=(1.0, 'time', 1.0)
leave,VC2,Neqa,S,-1,False=(1.0, 'quantity', 1.0)
undertake,VG2,DM,VP,1,False=(1.0, 'duration', 2.0)
be,V_11,Dbaa,VP,-1,False=(0.9857142857142858, 'epistemics', 69.0)|(0.014285714285714285, 'evaluation', 1.0)
disgust,VJ2,NP,S,-1,False=(1.0, 'experiencer', 2.0)
block,VA4,NP,S,-1,False=(1.0, 'agent', 1.0)
improper,VH11,Ta,S,1,False=(1.0, 'particle', 2.0)
backward,VC2,Di,VP,1,False=(1.0, 'aspect', 1.0)
borrow,VC2,P62,VP,-1,False=(1.0, 'target', 1.0)
do,Nac,Nes,NP,-1,False=(1.0, 'quantifier', 6.0)
GoDown,VA13,NP,S,-1,False=(1.0, 'theme', 3.0)
guide,VC2,NP,VP,-1,False=(1.0, 'agent', 1.0)
steady,VH16,Ng,S,-1,False=(1.0, 'time', 1.0)
together,VH11,Dbab,S,-1,False=(1.0, 'deontics', 1.0)
express,VE2,Tc,S,1,False=(1.0, 'particle', 1.0)
NameValue,Nba,S좪ず,NP,-1,False=(0.6428571428571429, 'property', 18.0)|(0.35714285714285715, 'predication', 10.0)
study,VA4,Dab,VP,-1,False=(1.0, 'quantity', 2.0)
experience,Nad,VH14,NP,-1,False=(1.0, 'property', 1.0)
subtract,VJ1,NP,VP,-1,False=(1.0, 'goal', 1.0)
ignorant,VH11,Dfa,VP,-1,False=(1.0, 'degree', 1.0)
turn,VC2,NP,S,-1,False=(1.0, 'agent', 2.0)
inanimate,Nab,Nca,NP,-1,False=(1.0, 'property', 1.0)
worried,VH21,VP,VP,1,False=(1.0, 'complement', 2.0)
knowledge,Nca,Nab,NP,-1,False=(1.0, 'property', 1.0)
arise,VA4,VH11,S,-1,False=(1.0, 'manner', 1.0)
PossibilityValue,Caa,Nac,N,1,False=(1.0, 'DUMMY2', 6.0)
respective,Nv1,VH11,NP,-1,True=(1.0, 'property', 1.0)
arrive,Caa,Nv1,Nv4,-1,False=(1.0, 'DUMMY1', 1.0)
succeed,VH11,Dfa,S,-1,False=(1.0, 'degree', 1.0)
GoOn,VH11,VP,S,1,False=(1.0, 'complement', 1.0)
exhaust,VC2,NP,S,-1,False=(1.0, 'agent', 1.0)
provide,Nv1,DE,NP,-1,False=(1.0, 'nominal', 7.0)
include,VC33,NP,S,1,False=(1.0, 'theme', 4.0)
partner,Caa,VC2,VC2,1,False=(1.0, 'DUMMY2', 2.0)
SetAside,VC2,Di,S,1,False=(1.0, 'aspect', 1.0)
bad,VH11,Dfa,S,-1,False=(1.0, 'degree', 1.0)
mental,Nad,Nad,NP,-1,False=(1.0, 'property', 28.0)
sensible,VH11,P49,VP,-1,False=(1.0, 'comparison', 1.0)
slack,VC2,NP,VP,1,False=(1.0, 'goal', 3.0)
act,VG2,Dh,VP,-1,False=(1.0, 'manner', 1.0)
investigate,VE2,Di,S,1,True=(1.0, 'aspect', 1.0)
swollen,Nv4,Nad,NP,-1,False=(1.0, 'property', 1.0)
guarantee,VE2,Dbaa,VP,-1,False=(1.0, 'epistemics', 3.0)
use,VC2,P19,VP,-1,False=(1.0, 'location', 1.0)
stone,Naa,A,NP,-1,False=(1.0, 'property', 3.0)
advantage,Nad,Ncc,NP,-1,False=(1.0, 'property', 1.0)
admit,VE2,Dd,VP,-1,False=(1.0, 'time', 1.0)
affairs,Nba,DM,NP,-1,False=(1.0, 'quantifier', 3.0)
gracious,Nad,NP좪ず,NP,-1,False=(1.0, 'property', 1.0)
benevolent,VH11,NP,S,-1,False=(1.0, 'theme', 2.0)
pattern,Nad,S좪ず,NP,-1,True=(1.0, 'predication', 1.0)
shows,Ncb,DM,NP,-1,False=(1.0, 'quantifier', 2.0)
artifact,Nab,Ncb,NP,-1,False=(1.0, 'property', 4.0)
jet,VC2,NP,S,-1,False=(1.0, 'agent', 1.0)
act,VC32,Ta,S,1,False=(1.0, 'particle', 1.0)
use,VC2,Cbab,VP,1,False=(1.0, 'hypothesis', 1.0)
uneven,VA11,NP,S,-1,False=(1.0, 'theme', 3.0)
human,Nhab,Nca,NP,-1,False=(1.0, 'property', 1.0)
PutInOrder,VC2,Dh,S,-1,False=(1.0, 'manner', 2.0)
disease,Nad,VP좪ず,NP,-1,True=(1.0, 'predication', 2.0)
orthodox,Nac,N좪ず,NP,-1,False=(0.6, 'property', 3.0)|(0.4, 'possessor', 2.0)
origin,Nac,Neqa,NP,-1,False=(1.0, 'quantifier', 1.0)
check,Nac,Nad,NP,-1,False=(1.0, 'property', 1.0)
engage,VG2,Dab,VP,-1,False=(1.0, 'quantity', 2.0)
treat,VC2,Dbab,VP,-1,False=(0.6666666666666666, 'deontics', 2.0)|(0.3333333333333333, 'deixis', 1.0)
building,Nab,N좪ず,NP,-1,False=(0.8571428571428571, 'property', 12.0)|(0.14285714285714285, 'possessor', 2.0)
decide,VK2,S,S,1,True=(1.0, 'goal', 1.0)
happen,VC31,DE,VP,-1,False=(1.0, 'nominal', 1.0)
QuantityValue,DM,Cbaa,S,-1,False=(0.6666666666666666, 'concession', 2.0)|(0.3333333333333333, 'reason', 1.0)
start,VA4,VH11,VP,-1,True=(1.0, 'manner', 2.0)
firing,VA4,Cbca,VP,-1,False=(1.0, 'contrast', 1.0)
alter,Nv4,Neu,NP,-1,False=(1.0, 'quantifier', 2.0)
wealth,Naeb,NP좪ず,NP,-1,False=(0.8, 'property', 4.0)|(0.2, 'possessor', 1.0)
urgent,VH11,NP,S,-1,True=(1.0, 'theme', 1.0)
attack,VC2,Dbaa,S,-1,True=(1.0, 'epistemics', 2.0)
speak,VC2,P35,S,-1,False=(1.0, 'companion', 1.0)
music,Nac,VP,Nba,-1,False=(1.0, 'property', 1.0)
congratulate,VE2,VH21,VP,-1,False=(1.0, 'manner', 1.0)
spread,VC2,Di,S,1,False=(1.0, 'aspect', 1.0)
laugh,VA4,ADV좪쫆,S,-1,False=(1.0, 'manner', 1.0)
act,VC2,Dab,S,-1,False=(1.0, 'quantity', 10.0)
LeaveFor,VA4,Dd,VP,-1,False=(1.0, 'time', 1.0)
ResultIn,VK2,VH15,VP,-1,False=(1.0, 'manner', 1.0)
rest,VA12,Nddc,VP,-1,False=(1.0, 'duration', 1.0)
TakePicture,VA4,NP,S,-1,False=(0.75, 'agent', 3.0)|(0.25, 'time', 1.0)
